CON,HOAD Remarks,State,GSTIN of OWN,GSTIN of supplier,Trade/Legal name,Invoice number,Invoice type,Invoice Date,Invoice Value(₹),Place of supply,Supply Attract Reverse Charge,Taxable Value (₹),Integrated Tax(₹),Central Tax(₹),State/UT Tax(₹),Cess(₹),GSTR-1/IFF/GSTR-5 Period,GSTR-1/IFF/GSTR-5 Filing Date,ITC Availability,Reason,Applicable % of Tax Rate,Source,IRN,IRN Date,Document Type
27AADCA2325A1ZF27AJDPK6570B1ZE1133,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1133,Regular,11/11/2024,"4,305",Maharashtra,No,"4,100",0,102.50,102.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1134,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1134,Regular,11/11/2024,"4,515",Maharashtra,No,"4,300",0,107.50,107.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1135,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1135,Regular,11/11/2024,"10,500",Maharashtra,No,"10,000",0,250,250,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1137,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1137,Regular,11/11/2024,"5,775",Maharashtra,No,"5,500",0,137.50,137.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1139,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1139,Regular,11/11/2024,"6,300",Maharashtra,No,"6,000",0,150,150,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1140,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1140,Regular,11/11/2024,"10,500",Maharashtra,No,"10,000",0,250,250,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1142,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1142,Regular,11/11/2024,"1,575",Maharashtra,No,"1,500",0,37.50,37.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1144,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1144,Regular,12/11/2024,"5,250",Maharashtra,No,"5,000",0,125,125,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1145,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1145,Regular,12/11/2024,"1,155",Maharashtra,No,"1,100",0,27.50,27.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1146,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1146,Regular,12/11/2024,525,Maharashtra,No,500,0,12.50,12.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1149,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1149,Regular,12/11/2024,"12,600",Maharashtra,No,"12,000",0,300,300,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1150,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1150,Regular,12/11/2024,"12,600",Maharashtra,No,"12,000",0,300,300,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1151,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1151,Regular,12/11/2024,"8,505",Maharashtra,No,"8,100",0,202.50,202.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1152,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1152,Regular,12/11/2024,630,Maharashtra,No,600,0,15,15,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1153,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1153,Regular,12/11/2024,"9,135",Maharashtra,No,"8,700",0,217.50,217.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1154,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1154,Regular,13/11/2024,"5,250",Maharashtra,No,"5,000",0,125,125,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1155,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1155,Regular,13/11/2024,"5,250",Maharashtra,No,"5,000",0,125,125,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1156,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1156,Regular,13/11/2024,"15,750",Maharashtra,No,"15,000",0,375,375,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1157,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1157,Regular,13/11/2024,"73,500",Maharashtra,No,"70,000",0,"1,750","1,750",0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1160,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1160,Regular,13/11/2024,"7,350",Maharashtra,No,"7,000",0,175,175,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1161,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1161,Regular,14/11/2024,"10,500",Maharashtra,No,"10,000",0,250,250,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1162,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1162,Regular,14/11/2024,"8,505",Maharashtra,No,"8,100",0,202.50,202.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1163,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1163,Regular,14/11/2024,"6,300",Maharashtra,No,"6,000",0,150,150,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1164,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1164,Regular,14/11/2024,315,Maharashtra,No,300,0,7.50,7.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1166,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1166,Regular,15/11/2024,"6,510",Maharashtra,No,"6,200",0,155,155,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1167,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1167,Regular,15/11/2024,"13,125",Maharashtra,No,"12,500",0,312.50,312.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1168,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1168,Regular,16/11/2024,"2,415",Maharashtra,No,"2,300",0,57.50,57.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1169,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1169,Regular,16/11/2024,"7,875",Maharashtra,No,"7,500",0,187.50,187.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1170,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1170,Regular,16/11/2024,315,Maharashtra,No,300,0,7.50,7.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1172,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1172,Regular,18/11/2024,"8,190",Maharashtra,No,"7,800",0,195,195,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1173,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1173,Regular,18/11/2024,315,Maharashtra,No,300,0,7.50,7.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1175,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1175,Regular,18/11/2024,"11,550",Maharashtra,No,"11,000",0,275,275,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1176,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1176,Regular,18/11/2024,"20,580",Maharashtra,No,"19,600",0,490,490,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1177,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1177,Regular,18/11/2024,"11,550",Maharashtra,No,"11,000",0,275,275,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1178,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1178,Regular,18/11/2024,"11,550",Maharashtra,No,"11,000",0,275,275,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1179,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1179,Regular,18/11/2024,"3,045",Maharashtra,No,"2,900",0,72.50,72.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1180,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1180,Regular,19/11/2024,"11,550",Maharashtra,No,"11,000",0,275,275,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1181,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1181,Regular,19/11/2024,"10,500",Maharashtra,No,"10,000",0,250,250,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1182,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1182,Regular,19/11/2024,"2,730",Maharashtra,No,"2,600",0,65,65,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1183,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1183,Regular,19/11/2024,"1,995",Maharashtra,No,"1,900",0,47.50,47.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1184,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1184,Regular,19/11/2024,"1,155",Maharashtra,No,"1,100",0,27.50,27.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1185,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1185,Regular,19/11/2024,"10,500",Maharashtra,No,"10,000",0,250,250,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1186,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1186,Regular,19/11/2024,"2,415",Maharashtra,No,"2,300",0,57.50,57.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1187,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1187,Regular,19/11/2024,"1,050",Maharashtra,No,"1,000",0,25,25,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1188,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1188,Regular,19/11/2024,"9,450",Maharashtra,No,"9,000",0,225,225,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1189,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1189,Regular,19/11/2024,"29,400",Maharashtra,No,"28,000",0,700,700,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1190,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1190,Regular,19/11/2024,"42,000",Maharashtra,No,"40,000",0,"1,000","1,000",0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1191,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1191,Regular,20/11/2024,"3,150",Maharashtra,No,"3,000",0,75,75,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1192,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1192,Regular,20/11/2024,"6,300",Maharashtra,No,"6,000",0,150,150,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1193,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1193,Regular,20/11/2024,"2,100",Maharashtra,No,"2,000",0,50,50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1195,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1195,Regular,20/11/2024,"2,520",Maharashtra,No,"2,400",0,60,60,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1196,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1196,Regular,20/11/2024,"3,675",Maharashtra,No,"3,500",0,87.50,87.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1197,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1197,Regular,20/11/2024,"1,890",Maharashtra,No,"1,800",0,45,45,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1199,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1199,Regular,20/11/2024,"16,800",Maharashtra,No,"16,000",0,400,400,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1200,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1200,Regular,21/11/2024,"11,025",Maharashtra,No,"10,500",0,262.50,262.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1201,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1201,Regular,20/11/2024,"5,250",Maharashtra,No,"5,000",0,125,125,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1202,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1202,Regular,20/11/2024,"10,500",Maharashtra,No,"10,000",0,250,250,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1203,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1203,Regular,20/11/2024,"5,250",Maharashtra,No,"5,000",0,125,125,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1204,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1204,Regular,21/11/2024,"9,975",Maharashtra,No,"9,500",0,237.50,237.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1205,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1205,Regular,22/11/2024,"9,450",Maharashtra,No,"9,000",0,225,225,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1206,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1206,Regular,22/11/2024,"6,300",Maharashtra,No,"6,000",0,150,150,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1207,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1207,Regular,22/11/2024,"2,100",Maharashtra,No,"2,000",0,50,50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1208,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1208,Regular,22/11/2024,"6,300",Maharashtra,No,"6,000",0,150,150,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1210,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1210,Regular,22/11/2024,"5,250",Maharashtra,No,"5,000",0,125,125,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1212,In Nov_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1212,Regular,23/11/2024,"3,675",Maharashtra,No,"3,500",0,87.50,87.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1215,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1215,Regular,25/11/2024,"23,100",Maharashtra,No,"22,000",0,550,550,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1216,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1216,Regular,25/11/2024,"1,890",Maharashtra,No,"1,800",0,45,45,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1217,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1217,Regular,26/11/2024,"28,980",Maharashtra,No,"27,600",0,690,690,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1218,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1218,Regular,26/11/2024,"1,050",Maharashtra,No,"1,000",0,25,25,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1220,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1220,Regular,26/11/2024,"12,600",Maharashtra,No,"12,000",0,300,300,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1222,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1222,Regular,27/11/2024,"11,025",Maharashtra,No,"10,500",0,262.50,262.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1223,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1223,Regular,28/11/2024,"1,050",Maharashtra,No,"1,000",0,25,25,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1224,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1224,Regular,27/11/2024,"7,560",Maharashtra,No,"7,200",0,180,180,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1225,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1225,Regular,28/11/2024,"52,500",Maharashtra,No,"50,000",0,"1,250","1,250",0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1226,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1226,Regular,27/11/2024,"1,837.50",Maharashtra,No,"1,750",0,43.75,43.75,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1227,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1227,Regular,28/11/2024,"6,615",Maharashtra,No,"6,300",0,157.50,157.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1228,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1228,Regular,28/11/2024,"12,127.50",Maharashtra,No,"11,550",0,288.75,288.75,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1229,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1229,Regular,28/11/2024,"7,717.50",Maharashtra,No,"7,350",0,183.75,183.75,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1231,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1231,Regular,29/11/2024,"6,615",Maharashtra,No,"6,300",0,157.50,157.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1232,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1232,Regular,29/11/2024,"2,100",Maharashtra,No,"2,000",0,50,50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1233,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1233,Regular,29/11/2024,"6,300",Maharashtra,No,"6,000",0,150,150,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1235,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1235,Regular,30/11/2024,"45,412.50",Maharashtra,No,"43,250",0,"1,081.25","1,081.25",0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1236,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1236,Regular,30/11/2024,"2,126.25",Maharashtra,No,"2,025",0,50.63,50.63,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1237,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1237,Regular,30/11/2024,"3,150",Maharashtra,No,"3,000",0,75,75,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1238,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1238,Regular,30/11/2024,"2,310",Maharashtra,No,"2,200",0,55,55,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1242,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1242,Regular,30/11/2024,"4,305",Maharashtra,No,"4,100",0,102.50,102.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1243,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1243,Regular,30/11/2024,"33,600",Maharashtra,No,"32,000",0,800,800,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AJDPK6570B1ZE1244,In Dec_24_Books,Maharashtra,27AADCA2325A1ZF,27AJDPK6570B1ZE,VASTRAKALA,1244,Regular,30/11/2024,"4,725",Maharashtra,No,"4,500",0,112.50,112.50,0,Nov'24,18/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF29AAQFM2765A1Z424-25/04508,Matched,Maharashtra,27AADCA2325A1ZF,29AAQFM2765A1Z4,M.K. SILK CREATIONS,24-25/04508,Regular,01/02/2025,"26,093",Maharashtra,No,"24,850","1,242.50",0,0,0,Feb'25,11/03/2025,Yes,,100%,E-Invoice,d2f33761ffc65ba630cc7a1098b0aeb529f8493b7f22a8580917d53bc3c9584a,01/02/2025,Invoice
